SystemName,PlanetName,BodyType,PlanetFormID,PlanetEditorID,StarSystemID,ParentPlanetID,PlanetID,ResourceCategory,ResourceFormID,ResourceEditorID,ResourceName,Rarity
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Inorganic,000057C9,ResInorgUncommonAlkanes_G,Alkanes,Uncommon
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,0022462C,ResOrgCommonStructuralFaunaHerbivore,Structural,Common
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,00224630,ResOrgUncommonMembraneFaunaHerbivore,Membrane,Uncommon
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,0022462F,ResOrgUncommonPigmentFaunaHerbivore,Pigment,Uncommon
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,00224653,ResOrgRareAminoAcidsFaunaCarnivore,AminoAcids,Rare
Algorab,Algorab III-b,Moon,0005DE5D,AlgorabIII-bPlanetData,60776,3,9,Organic,000777F9,ResOrgExoticLubricant,Lubricant,Exotic
Algorab,Algorab III-c,Moon,0005DE5C,AlgorabIII-cPlanetData,60776,3,8,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Algorab,Algorab III-c,Moon,0005DE5C,AlgorabIII-cPlanetData,60776,3,8,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Algorab,Algorab III-d,Moon,0005DE5A,AlgorabIII-dPlanetData,60776,3,6,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Algorab,Algorab III-d,Moon,0005DE5A,AlgorabIII-dPlanetData,60776,3,6,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Algorab,Algorab III-e,Moon,0005DE59,AlgorabIII-ePlanetData,60776,3,5,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Algorab,Algorab III-e,Moon,0005DE59,AlgorabIII-ePlanetData,60776,3,5,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Algorab,Algorab III-e,Moon,0005DE59,AlgorabIII-ePlanetData,60776,3,5,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Alpha Andraste,Alpha Andraste I,Planet,0005E342,AlphaAndrasteIPlanetData,5325,0,1,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Alpha Andraste,Alpha Andraste I,Planet,0005E342,AlphaAndrasteIPlanetData,5325,0,1,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Alpha Andraste,Alpha Andraste I-a,Moon,0005E343,AlphaAndrasteI-aPlanetData,5325,1,8,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Alpha Andraste,Alpha Andraste I-a,Moon,0005E343,AlphaAndrasteI-aPlanetData,5325,1,8,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Inorganic,000057C8,ResInorgRareTantalum,Tantalum,Rare
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Organic,0029F3FD,ResOrgCommonMetabolicAgent,MetabolicAgent,Common
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Organic,00077820,ResOrgUncommonAntimicrobial,Antimicrobial,Uncommon
Alpha Andraste,Alpha Andraste II,Planet,0005E344,AlphaAndrasteIIPlanetData,5325,0,2,Organic,0007782E,ResOrgUncommonSpice,Spice,Uncommon
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Inorganic,000057DC,ResInorgExoticXenon_G,Xenon,Exotic
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,00224641,ResOrgCommonMetabolicAgentFaunaHerbivore,MetabolicAgent,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0022464B,ResOrgCommonSealantFaunaCarnivore,Sealant,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0022462C,ResOrgCommonStructuralFaunaHerbivore,Structural,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,00224631,ResOrgUncommonCosmeticFaunaHerbivore,Cosmetic,Uncommon
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0022464A,ResOrgUncommonSpiceFaunaCarnivore,Spice,Uncommon
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0029F403,ResOrgRareHallucinogen,Hallucinogen,Rare
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,00224650,ResOrgRareHallucinogenFaunaCarnivore,Hallucinogen,Rare
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,0007782B,ResOrgRareSedative,Sedative,Rare
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,00224632,ResOrgRareSedativeFaunaHerbivore,Sedative,Rare
Alpha Andraste,Alpha Andraste III,Planet,0005E345,AlphaAndrasteIIIPlanetData,5325,0,3,Organic,00077824,ResOrgExoticBiosuppressant,Biosuppressant,Exotic
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000057C9,ResInorgUncommonAlkanes_G,Alkanes,Uncommon
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000057C6,ResInorgRareTitanium,Titanium,Rare
Alpha Andraste,Alpha Andraste IV,Planet,0005E346,AlphaAndrasteIVPlanetData,5325,0,4,Inorganic,000057CD,ResInorgExoticPalladium,Palladium,Exotic
Alpha Andraste,Alpha Andraste V,Planet,0005E347,AlphaAndrasteVPlanetData,5325,0,5,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Andraste,Alpha Andraste V,Planet,0005E347,AlphaAndrasteVPlanetData,5325,0,5,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Andraste,Alpha Andraste V,Planet,0005E347,AlphaAndrasteVPlanetData,5325,0,5,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Alpha Andraste,Alpha Andraste V,Planet,0005E347,AlphaAndrasteVPlanetData,5325,0,5,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Alpha Andraste,Alpha Andraste V,Planet,0005E347,AlphaAndrasteVPlanetData,5325,0,5,Inorganic,000057EC,ResInorgUncommonIridium,Iridium,Uncommon
Alpha Andraste,Alpha Andraste VI,Planet,0005E348,AlphaAndrasteVIPlanetData,5325,0,6,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Andraste,Alpha Andraste VI,Planet,0005E348,AlphaAndrasteVIPlanetData,5325,0,6,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Andraste,Alpha Andraste VI,Planet,0005E348,AlphaAndrasteVIPlanetData,5325,0,6,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Centauri,Bondar,Planet,0005E30E,BondarPlanetData,71456,0,1,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Centauri,Bondar,Planet,0005E30E,BondarPlanetData,71456,0,1,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Centauri,Bondar,Planet,0005E30E,BondarPlanetData,71456,0,1,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Centauri,Bondar,Planet,0005E30E,BondarPlanetData,71456,0,1,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Alpha Centauri,Bondar,Planet,0005E30E,BondarPlanetData,71456,0,1,Inorganic,000057CC,ResInorgRarePlatinum,Platinum,Rare
Alpha Centauri,Bondar,Planet,0005E30E,BondarPlanetData,71456,0,1,Inorganic,000057DC,ResInorgExoticXenon_G,Xenon,Exotic
Alpha Centauri,Chawla,Moon,0005E315,ChawlaPlanetData,71456,4,10,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Alpha Centauri,Chawla,Moon,0005E315,ChawlaPlanetData,71456,4,10,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Centauri,Chawla,Moon,0005E315,ChawlaPlanetData,71456,4,10,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Alpha Centauri,Curbeam,Moon,0005E310,CurbeamPlanetData,71456,1,7,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Alpha Centauri,Curbeam,Moon,0005E310,CurbeamPlanetData,71456,1,7,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,0022465E,ResOrgCommonMetabolicAgentFaunaCarnivore,MetabolicAgent,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,002246D7,ResOrgUncommonAntimicrobialFaunaCarnivore,Antimicrobial,Uncommon
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,00224631,ResOrgUncommonCosmeticFaunaHerbivore,Cosmetic,Uncommon
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,0022462D,ResOrgUncommonSpiceFaunaHerbivore,Spice,Uncommon
Alpha Centauri,Gagarin,Planet,0005E311,GagarinPlanetData,71456,0,2,Organic,00077828,ResOrgRareAdhesive,Adhesive,Rare
Alpha Centauri,Grissom,Moon,0005E30F,GrissomPlanetData,71456,1,6,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Alpha Centauri,Grissom,Moon,0005E30F,GrissomPlanetData,71456,1,6,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Alpha Centauri,Hawley,Moon,0005E317,HawleyPlanetData,71456,4,12,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Centauri,Hawley,Moon,0005E317,HawleyPlanetData,71456,4,12,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Centauri,Hawley,Moon,0005E317,HawleyPlanetData,71456,4,12,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Alpha Centauri,Hawley,Moon,0005E317,HawleyPlanetData,71456,4,12,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,0029F3FD,ResOrgCommonMetabolicAgent,MetabolicAgent,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,00224641,ResOrgCommonMetabolicAgentFaunaHerbivore,MetabolicAgent,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,00224649,ResOrgCommonStructuralFaunaCarnivore,Structural,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,00077823,ResOrgCommonToxin,Toxin,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,00224631,ResOrgUncommonCosmeticFaunaHerbivore,Cosmetic,Uncommon
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,0022464D,ResOrgUncommonMembraneFaunaCarnivore,Membrane,Uncommon
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,0022464A,ResOrgUncommonSpiceFaunaCarnivore,Spice,Uncommon
Alpha Centauri,Jemison,Planet,0003F5A1,JemisonPlanetData,71456,0,3,Organic,0022464F,ResOrgRareSedativeFaunaCarnivore,Sedative,Rare
Alpha Centauri,Kurtz,Moon,0005E312,KurtzPlanetData,71456,3,8,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Alpha Centauri,Kurtz,Moon,0005E312,KurtzPlanetData,71456,3,8,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Alpha Centauri,Lovell,Moon,0005E318,LovellPlanetData,71456,4,13,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Centauri,Lovell,Moon,0005E318,LovellPlanetData,71456,4,13,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Centauri,Lovell,Moon,0005E318,LovellPlanetData,71456,4,13,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000057ED,ResInorgRareVanadium,Vanadium,Rare
Alpha Centauri,Voss,Moon,0005E316,VossPlanetData,71456,4,11,Inorganic,000057C2,ResInorgExoticDysprosium,Dysprosium,Exotic
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Alpha Centauri,Zamka,Moon,0005E314,ZamkaPlanetData,71456,4,9,Inorganic,000057ED,ResInorgRareVanadium,Vanadium,Rare
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Inorganic,000057ED,ResInorgRareVanadium,Vanadium,Rare
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Alpha Marae,Alpha Marae I,Planet,0005E123,AlphaMaraeIPlanetData,85407,0,1,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Alpha Marae,Alpha Marae II-a,Moon,0005E125,AlphaMaraeII-aPlanetData,85407,2,7,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Alpha Marae,Alpha Marae II-a,Moon,0005E125,AlphaMaraeII-aPlanetData,85407,2,7,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Marae,Alpha Marae III-a,Moon,0005E129,AlphaMaraeIII-aPlanetData,85407,3,10,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Alpha Marae,Alpha Marae III-a,Moon,0005E129,AlphaMaraeIII-aPlanetData,85407,3,10,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Marae,Alpha Marae III-b,Moon,0005E12A,AlphaMaraeIII-bPlanetData,85407,3,11,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Alpha Marae,Alpha Marae III-b,Moon,0005E12A,AlphaMaraeIII-bPlanetData,85407,3,11,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Marae,Alpha Marae III-b,Moon,0005E12A,AlphaMaraeIII-bPlanetData,85407,3,11,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Alpha Marae,Alpha Marae III-c,Moon,0005E128,AlphaMaraeIII-cPlanetData,85407,3,9,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Alpha Marae,Alpha Marae III-c,Moon,0005E128,AlphaMaraeIII-cPlanetData,85407,3,9,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000057EC,ResInorgUncommonIridium,Iridium,Uncommon
Alpha Marae,Alpha Marae III-d,Moon,0005E127,AlphaMaraeIII-dPlanetData,85407,3,8,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Alpha Marae,Alpha Marae IV-a,Moon,0005E12C,AlphaMaraeIV-aPlanetData,85407,4,12,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Alpha Marae,Alpha Marae IV-a,Moon,0005E12C,AlphaMaraeIV-aPlanetData,85407,4,12,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Alpha Marae,Alpha Marae IV-a,Moon,0005E12C,AlphaMaraeIV-aPlanetData,85407,4,12,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Alpha Marae,Alpha Marae IV-b,Moon,0005E12D,AlphaMaraeIV-bPlanetData,85407,4,13,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Alpha Marae,Alpha Marae IV-b,Moon,0005E12D,AlphaMaraeIV-bPlanetData,85407,4,13,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Alpha Marae,Alpha Marae IV-b,Moon,0005E12D,AlphaMaraeIV-bPlanetData,85407,4,13,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
